ID	Label	"Synonyms/
Denoation"	Suggested parent term	Abbreviation	Defination	Textual Defination	Definition Source	See Also	Editor	Reviewer1	Reviewer2	Type	Parent	Close Match	Exact Match	Narrow Match	Related Match
pkpbo:PKPBO_00073	Vmuscle		Volume of organ		Volume of muscle	Volume of muscle	https://doi.org/10.1016/j.envres.2022.114074		0000-0001-8345-1349	0000-0002-9795-5967		Class	Volume of organ				
pkpbo:PKPBO_00074	Fmuscle		Volume of organ		muscle volume as a fraction of total body weight	muscle volume as total body weight fraction	https://doi.org/10.1016/j.toxlet.2023.06.006		0000-0001-8345-1349	0000-0002-9795-5967		Class	Vmuscle				
pkpbo:PKPBO_00075	Vheart		Volume of organ		Volume of heart	Volume of heart	https://doi.org/10.1016/j.envres.2022.114074		0000-0001-8345-1349	0000-0002-9795-5967		Class	Volume of organ				
pkpbo:PKPBO_00076	Fheart		Volume of organ		heart volume as a fraction of total body weight	heart volume as total body weight fraction	https://doi.org/10.1016/j.toxlet.2023.06.006		0000-0001-8345-1349	0000-0002-9795-5967		Class	Vheart				
pkpbo:PKPBO_00077	Vfat		Volume of organ		Volume of fat	Volume of fat	https://doi.org/10.1016/j.envres.2022.114074		0000-0001-8345-1349	0000-0002-9795-5967		Class	Volume of organ				
pkpbo:PKPBO_00078	Ffat		Volume of organ		fat volume as a fraction of total body weight	fat volume as total body weight fraction	https://doi.org/10.1016/j.toxlet.2023.06.006		0000-0001-8345-1349	0000-0002-9795-5967		Class	Vfat				
pkpbo:PKPBO_00079	Vgonads		Volume of organ		Volume of gonads	Volume of gonads	https://doi.org/10.1016/j.envres.2022.114074		0000-0001-8345-1349	0000-0002-9795-5967		Class	Volume of organ				
pkpbo:PKPBO_00080	Fgonads		Volume of organ		gonads volume as a fraction of total body weight	gonads volume as total body weight fraction	https://doi.org/10.1016/j.toxlet.2023.06.006		0000-0001-8345-1349	0000-0002-9795-5967		Class	Vgonads				
pkpbo:PKPBO_00081	Vskin		Volume of organ		Volume of skin	Volume of skin	https://doi.org/10.1016/j.envres.2022.114074		0000-0001-8345-1349	0000-0002-9795-5967		Class	Volume of organ				
pkpbo:PKPBO_00082	Fskin		Volume of organ		skin volume as a fraction of total body weight	skin volume as total body weight fraction	https://doi.org/10.1016/j.toxlet.2023.06.006		0000-0001-8345-1349	0000-0002-9795-5967		Class	Vskin				
pkpbo:PKPBO_00083	Vbone		Volume of organ		Volume of bone	Volume of bone	https://doi.org/10.1016/j.envres.2022.114074		0000-0001-8345-1349	0000-0002-9795-5967		Class	Volume of organ				
pkpbo:PKPBO_00084	Fbone		Volume of organ		bone volume as a fraction of total body weight	bone volume as total body weight fraction	https://doi.org/10.1016/j.toxlet.2023.06.006		0000-0001-8345-1349	0000-0002-9795-5967		Class	Vbone				
pkpbo:PKPBO_00085	Vbrain		Volume of organ		Volume of brain	Volume of brain	https://doi.org/10.1016/j.envres.2022.114074		0000-0001-8345-1349	0000-0002-9795-5967		Class	Volume of organ				
pkpbo:PKPBO_00086	Fbrain		Volume of organ		brain volume as a fraction of total body weight	brain volume as total body weight fraction	https://doi.org/10.1016/j.toxlet.2023.06.006		0000-0001-8345-1349	0000-0002-9795-5967		Class	Vbrain				
pkpbo:PKPBO_00087	Vspleen		Volume of organ		Volume of spleen	Volume of spleen	https://doi.org/10.1016/j.envres.2022.114074		0000-0001-8345-1349	0000-0002-9795-5967		Class	Volume of organ				
pkpbo:PKPBO_00088	Fspleen		Volume of organ		spleen volume as a fraction of total body weight	spleen volume as total body weight fraction	https://doi.org/10.1016/j.toxlet.2023.06.006		0000-0001-8345-1349	0000-0002-9795-5967		Class	Vspleen				
pkpbo:PKPBO_00089	Vlung		Volume of organ		Volume of lung	Volume of lung	https://doi.org/10.1016/j.envres.2022.114074		0000-0001-8345-1349	0000-0002-9795-5967		Class	Volume of organ				
pkpbo:PKPBO_00090	Flung		Volume of organ		lung volume as a fraction of total body weight	lung volume as total body weight fraction	https://doi.org/10.1016/j.toxlet.2023.06.006		0000-0001-8345-1349	0000-0002-9795-5967		Class	Vlung				
pkpbo:PKPBO_00091	Vpoorly perfused		Volume of organ		Volume of poorly perfused tissue/organ	Volume of poorly perfused tissue/organ	https://doi.org/10.1016/j.envres.2022.114074		0000-0001-8345-1349	0000-0002-9795-5967		Class	Volume of organ				
pkpbo:PKPBO_00092	Fpoorly perfused		Volume of organ		poorly perfused tissues/organs volume as a fraction of total body weight	poorly perfused tissues/organs volume as total body weight fraction	https://doi.org/10.1016/j.toxlet.2023.06.006		0000-0001-8345-1349	0000-0002-9795-5967		Class	Vpoorly perfused				
pkpbo:PKPBO_00093	Vrichly perfused		Volume of organ		Volume of richly perfused tissue/organ	Volume of richly perfused tissue/organ	https://doi.org/10.1016/j.envres.2022.114074		0000-0001-8345-1349	0000-0002-9795-5967		Class	Volume of organ				
pkpbo:PKPBO_00094	Frichly perfused		Volume of organ		richly perfused tissues/organs volume as a fraction of total body weight	richly perfused tissues/organs volume as total body weight fraction	https://doi.org/10.1016/j.toxlet.2023.06.006		0000-0001-8345-1349	0000-0002-9795-5967		Class	Vrichly perfused				
pkpbo:PKPBO_00095	Vplasma		Volume of organ		Volume of the plasma	Volume of the plasma			0000-0001-8345-1349	0000-0002-9795-5967		Class	Volume of organ				
pkpbo:PKPBO_00096	Fplasma											Class	Vplasma				
pkpbo:PKPBO_00097	Vrestbody		Volume of organ		Volume of the restbody	Volume of the restbody			0000-0001-8345-1349	0000-0002-9795-5967		Class	Volume of organ				
pkpbo:PKPBO_00098	Frestbody											Class	Vrestbody				
pkpbo:PKPBO_00099	vgallbaldder		Volume of organ		Volume of the gallbaldder 	Volume of the gallbaldder 			0000-0001-8345-1349	0000-0002-9795-5967		Class	Volume of organ				
pkpbo:PKPBO_00100	Fgallbladder											Class	vgallbaldder				
pkpbo:PKPBO_00101	vportal vein		Volume of organ		Volume of the portal vein	Volume of the portal vein			0000-0001-8345-1349	0000-0002-9795-5967		Class	Volume of organ				
pkpbo:PKPBO_00102	Fportal vein											Class	vportal vein				
pkpbo:PKPBO_00103	vlymph		Volume of organ		Volume of the lymph	Volume of the lymph			0000-0001-8345-1349	0000-0002-9795-5967		Class	Volume of organ				
pkpbo:PKPBO_00104	Flymph											Class	vlymph				
pkpbo:PKPBO_00105	Arterial volume		Volume of organ		Volume of the Arteries	Volume of the Arteries			0000-0001-8345-1349	0000-0002-9795-5967		Class	Volume of organ	http://purl.bioontology.org/ontology/LNC/LP430862-5			
pkpbo:PKPBO_00106	venous volume		Volume of organ		Volume of the veins	Volume of the veins			0000-0001-8345-1349	0000-0002-9795-5967		Class	Volume of organ		http://purl.bioontology.org/ontology/LNC/MTHU068040		
pkpbo:PKPBO_00107	Sex	Genotypic	Gender		"The totality of characteristics of reproductive structure, functions, PHENOTYPE, and GENOTYPE, differentiating the MALE from the FEMALE organism"	"Characteristics totality of reproductive structure, functions, PHENOTYPE, GENOTYPE to differentiate MALE from  FEMALE organism"			0000-0001-8345-1349	0000-0002-9795-5967		Class	Physiological Parameters		http://purl.bioontology.org/ontology/MESH/D012723		
pkpbo:PKPBO_00108	Male	Masculine	Gender	M	"Biologically, males are defined as the sex that produces the smaller gametes s (e.g. sperm )"	"Males, as sex i,e. produces smaller gametes (e.g. sperm)"	https://sci-hub.se/https://doi.org/10.1093/molehr/gau068		0000-0001-8345-1349	0000-0002-9795-5967		Class	Sex		http://purl.bioontology.org/ontology/MESH/D008297		
pkpbo:PKPBO_00109	Female	Feminine	Gender	F	"Biologically, Females are defined as the sex that exist in species with gamete dimorphism (anisogamy)."	"Females, as sex i,e. produces gamete dimorphism (anisogamy)"	https://sci-hub.se/https://doi.org/10.1093/molehr/gau069		0000-0001-8345-1349	0000-0002-9795-5967		Class	Sex		http://purl.bioontology.org/ontology/MESH/D005260		
pkpbo:PKPBO_00110	Physicochemical Parameters				"Physicochemical parameters of a compound include molecular weight (MW), lipophilicity, solubility, and pKa values, which can usually be determined in vitro. The physicochemical properties of a compound are used to parameterize the PBPK model"	"Physicochemical parameters of a compound include molecular weight (MW), lipophilicity, solubility, and pKa values, which can usually be determined in vitro. The physicochemical properties of a compound are used to parameterize the PBPK model"	"10.3390/ijerph20043473
https://cot.food.gov.uk/sites/default/files/2021-01/TOX-2019-34%20PBPK%20used%20for%20human%20health%20risk%20assessment.pdf
"		0000-0001-8345-1349	0000-0002-9795-5967		Class	Physiologically Based Pharmacokinetic Modeling				
pkpbo:PKPBO_00112	Molecular weight	"Weights, Molecular"	Physicochemical Parameter	MW	The sum of the weight of all the atoms in a molecule.	Sum of weight of all the atoms in a molecule.	http://purl.bioontology.org/ontology/MESH/D008970		0000-0001-8345-1349	0000-0002-9795-5967		Class	Physicochemical Parameters		http://purl.bioontology.org/ontology/MESH/D008970		
pkpbo:PKPBO_00113	Lipophillicity		Physicochemical Parameter		Lipophilicity defined as the affinity or tendency of a substance to dissolve in lipids or hydrophobic environments.	" Affinity of a molecule or a moiety
for a lipophilic environment "	https://sci-hub.se/10.1016/j.microc.2019.01.030		0000-0001-8345-1349	0000-0002-9795-5967		Class	Physicochemical Parameters				
pkpbo:PKPBO_00114	Distribution coefficients		Physicochemical Parameter	Log D	LogD is the ratio of equilibrium concentration of compound in an organic phase to total concentation of un-ionized and ionized species in the aqueous phase at a given pH.	"LogD distribution constant, better descriptor of lipophilicity of a molecule."	"https://doi.org/10.3109/00498258809041669
https://pubs.acs.org/doi/abs/10.1021/jm00211a010"		0000-0001-8345-1349	0000-0002-9795-5967		Class	Physicochemical Parameters				
pkpbo:PKPBO_00115	Log P	Partition Coefficient 	Physicochemical Parameter		LogP is defined as the partition coefficient of a molecule between aqueous and lipophilic phases usually considered as octanol and water.	 Ratio of a dissolved xenoboitic substance in a two-phase system. 	"https://doi.org/10.3109/00498258809041669
https://pubs.acs.org/doi/abs/10.1021/jm00211a010
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C20610"		0000-0001-8345-1349	0000-0002-9795-5967		Class	Physicochemical Parameters	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C20610			
pkpbo:PKPBO_00116	Log S	Intrinsic solubility	Physicochemical Parameter		LogS is directly related to the water solubility of a Xenobiotic defined as a common solubility unit corresponding to the 10-based logarithm of the solubility of a molecule measured in mol/L. 	"Xenoboitic Solubility unit corresponding to  10-based logarithm measured in mol/L. or
log (solubility measured in mol/l)."	"https://dev.Xenoboiticbank.com/guides/terms/log-s
https://docs.chemaxon.com/display/docs/theory-of-aqueous-solubility-prediction.md"		0000-0001-8345-1349	0000-0002-9795-5967		Class	Physicochemical Parameters	http://purl.bioontology.org/ontology/MESH/D012995			
pkpbo:PKPBO_00117	Water solubility		Physicochemical Parameter						0000-0001-8345-1349	0000-0002-9795-5967		Class	Physicochemical Parameters				
pkpbo:PKPBO_00118	pka (strongest acidic)	Acid dissociation constant	Physicochemical Parameter	pka	"The pKa is the negative base-10 logarithm of the acid dissociation constant (Ka) of a solution. The lower the pKa, the stronger the acid. "	Negative base-10 logarithm of acid dissociation constant (Ka) of a solution	"http://semanticscience.org/resource/CHEMINF_000195
https://dev.Xenoboiticbank.com/guides/terms/pka"		0000-0001-8345-1349	0000-0002-9795-5967		Class	Physicochemical Parameters		http://www.bioassayontology.org/bao#BAO_0002131		
pkpbo:PKPBO_00119	pkb (strongest basic)	base dissociation constant	Physicochemical Parameter	"pKb pK(b) pK(B) affinity constant, Base dissociation constan"	"The strength of a base is determined by using pKb.
The pKb is the negative base-10 logarithm of the base dissociation constant (Kb) of a solution. The lower the pKb, the stronger the base."	Negative base-10 logarithm of base dissociation constant (Ka) of a solution	"https://uts.nlm.nih.gov/uts.html
http://www.semanticweb.org/ontologies/2010/3/Ontology1271664172453.owl#pKb"		0000-0001-8345-1349	0000-0002-9795-5967		Class	Physicochemical Parameters		http://www.bioassayontology.org/bao#BAO_0190006		
pkpbo:PKPBO_00120	physiological charge		Physicochemical Parameter						0000-0001-8345-1349	0000-0002-9795-5967		Class	Physicochemical Parameters				
pkpbo:PKPBO_00121	Hydrogen acceptor count	Acceptor	Physicochemical Parameter	A	"A descriptor that reflects the integer number of hydrogen bond acceptors in a given molecular entity, as determined by a given method. In highly simplified terms, this is usually the count of all negatively or partially negatively charged heteroatoms (e.g. alcohol oxygen) capable of accepting a hydrogen bond."	A descriptor reflects  integer number of hydrogen bond acceptors in a given molecular entity.	"
http://purl.obolibrary.org/obo/CHEBI_13193
http://semanticscience.org/resource/CHEMINF_000245"		0000-0001-8345-1349	0000-0002-9795-5967		Class	Physicochemical Parameters	http://purl.obolibrary.org/obo/CHEBI_13193			
pkpbo:PKPBO_00122	Hydrogen donor count	"Donor
Reduced acceptor
AH2
Hydrogen-donor"	Physicochemical Parameter		" 
A molecular entity that can undergo oxidation by the loss of hydrogen atom(s)."	" 
A molecule can undergo oxidation by  loss of hydrogen."	"
http://purl.obolibrary.org/obo/CHEBI_17499"		0000-0001-8345-1349	0000-0002-9795-5967		Class	Physicochemical Parameters	http://purl.obolibrary.org/obo/CHEBI_17499			
pkpbo:PKPBO_00123	rotable bond count	bond count	Physicochemical Parameter		A descriptor that specifies the integer count of bonds in a given molecular entity	An integer count of bonds in a given molecular entity	http://semanticscience.org/resource/CHEMINF_000233		0000-0001-8345-1349	0000-0002-9795-5967		Class	Physicochemical Parameters				
pkpbo:PKPBO_00124	Biochemical Parameters											Class	Perfusion Limited Model				
pkpbo:PKPBO_00125	Absorption		PK	A	Drug/chemical absorption is a pharmacokinetic parameter that refers to the way a drug/chemical is absorbed from a particular source (e.g. formulation) into the bloodstream.	Drug/chemical absorption is a pharmacokinetic parameter that refers to the way a drug/chemical is absorbed from a particular source (e.g. formulation) into the bloodstream	"https://www.news-medical.net/health/What-is-Drug-Absorption.aspx
https://www.ncbi.nlm.nih.gov/books/NBK557744/"		0000-0001-8345-1349	0000-0002-9795-5967		Class	Biochemical Parameters	http://vocabs.lter-europe.net/EnvThes/21448	http://purl.bioontology.org/ontology/MESH/D000042		
pkpbo:PKPBO_00126	Absorption rate constant gut		PK	Kagut	"The absorption rate constant (kabs) is used in the PBPK model to define absorption, which is the movement of a xenobiotic from its site of delivery (gut) to systemic circulation or another compartment"	"The absorption rate constant (kabs) is used in the PBPK model to define absorption, which is the movement of a xenobiotic from its site of delivery (gut) to systemic circulation or another compartment"	10.3390/ijerph20043473		0000-0001-8345-1349	0000-0002-9795-5967		Class	Absorption				
pkpbo:PKPBO_00127	Absorption rate constant intestine	Intestine Absorption coefficient	PK	Kaintestine	"The absorption rate constant (kabs) is used in the PBPK model to define absorption, which is the movement of a xenobiotic from its site of delivery (intestine) to systemic circulation or another compartment"	"The absorption rate constant (kabs) is used in the PBPK model to define absorption, which is the movement of a xenobiotic from its site of delivery (intestine) to systemic circulation or another compartment"	10.3390/ijerph20043473		0000-0001-8345-1349	0000-0002-9795-5967		Class	Absorption				
pkpbo:PKPBO_00128	Gastric emptying	"Gastric depletion/
Gastric Emptyings"	GIT motility	GE	Gastric emptying in PBPK refers to the rate at which the stomach empties its contents into the small intestine. It is an important parameter in PBPK modeling as it can affect the absorption of drugs and xenobiotics.	Gastric emptying in PBPK refers to the rate at which the stomach empties its contents into the small intestine. It is an important parameter in PBPK modeling as it can affect the absorption of drugs and xenobiotics.	10.1007/s10928-007-9073-1		0000-0001-8345-1349	0000-0002-9795-5967		Class	Absorption		http://purl.bioontology.org/ontology/MESH/D005746		
pkpbo:PKPBO_00129	Enterohepatic recirculation	"Circulations,
 Entero-Hepatic"	Metabolism	EHR	"Recycling through liver by excretion in bile, reabsorption from intestines (INTESTINAL REABSORPTION) into portal circulation, passage back into liver, and re-excretion in bile."	"Recycling through liver by excretion in bile, reabsorption from intestines into portal circulation, passage back into liver, and re-excretion in bile"	http://purl.bioontology.org/ontology/MESH/D004764		0000-0001-8345-1349	0000-0002-9795-5967		Class	Absorption	http://purl.bioontology.org/ontology/MESH/D004764			
pkpbo:PKPBO_00130	Specific Intestinal Permeability	" 
gut permeability measurement"	Intestinal Permeability		Specific intestinal permeability in PBPK refers to the surface area-normalized transcellular permeability of the intestinal wall for a specific drug or xenobiotic. It is an important parameter in PBPK modeling as it can affect the absorption of drugs and xenobiotics in the intestine	Specific intestinal permeability in PBPK refers to the surface area-normalized transcellular permeability of the intestinal wall for a specific drug or xenobiotic. It is an important parameter in PBPK modeling as it can affect the absorption of drugs and xenobiotics in the intestine	10.3390/pharmaceutics11080411		0000-0001-8345-1349	0000-0002-9795-5967		Class	Absorption				http://purl.jp/bio/4/id/201106061280498045
pkpbo:PKPBO_00131	Distribution				Process of drug/chemical movement from systemic circulation to various organs/tissues of the body	Process of drug/chemical movement from systemic circulation to various organs/tissues of the body	10.1038/psp.2013.41		0000-0001-8345-1349	0000-0002-9795-5967		Class	Biochemical Parameters				
pkpbo:PKPBO_00132	Volume of distribution	Aparent volume of distribution	Distribution	Vd	"It refers to the apparent volume in which a drug/chemical is distributed in the body, taking into account the concentration of the drug/chemical in plasma and tissues"	"It refers to the apparent volume in which a drug/chemical is distributed in the body, taking into account the concentration of the drug/chemical in plasma and tissues"	10.12793/tcp.2020.28.e19		0000-0001-8345-1349	0000-0002-9795-5967		Class	Distribution				
pkpbo:PKPBO_00133	Protein Binding	"Binding, Protein"	Distribution		"The process in which substances, either endogenous or exogenous, bind to proteins, peptides, enzymes, protein precursors, or allied compounds. Specific protein-binding measures are often used as assays in diagnostic assessments"	"Process in which substances, either endogenous or exogenous, bind to proteins, peptides, enzymes, protein precursors, or allied compounds."	http://purl.bioontology.org/ontology/MESH/D011485		0000-0001-8345-1349	0000-0002-9795-5967		Class	Distribution				
pkpbo:PKPBO_00134	Unbound fraction	Fraction Unbound	PK	FU	The fraction of a xenobiotic that is unbound in plasma	The fraction of a xenobiotic that is unbound in plasma			0000-0001-8345-1349	0000-0002-9795-5967		Class	Distribution				
pkpbo:PKPBO_00135	fugut	gut fraction unbound   	Fraction Unbound 	Fu gut	The fraction of a xenobiotic that is unbound in gut	The fraction of a xenobiotic that is unbound in gut			0000-0001-8345-1349	0000-0002-9795-5967		Class	Unbound fraction				
pkpbo:PKPBO_00136	fustomach	stomach free fraction	Fraction Unbound 	fustomach	The fraction of a xenobiotic that is unbound in stomach	The fraction of a xenobiotic that is unbound in stomach			0000-0001-8345-1349	0000-0002-9795-5967		Class	Unbound fraction				
pkpbo:PKPBO_00137	fuintestine	Intestine fraction unbound   	Fraction Unbound 	fuintestine	The fraction of a xenobiotic that is unbound in intestine	The fraction of a xenobiotic that is unbound in intestine			0000-0001-8345-1349	0000-0002-9795-5967		Class	Unbound fraction				
pkpbo:PKPBO_00138	fupancreas	Pancreas fraction unbound   	Fraction Unbound 	fupancreas	The fraction of a xenobiotic that is unbound in pancreas	The fraction of a xenobiotic that is unbound in pancreas			0000-0001-8345-1349	0000-0002-9795-5967		Class	Unbound fraction				
pkpbo:PKPBO_00139	fuliver	Liver fraction unbound   	Fraction Unbound 	fuliver	The fraction of a xenobiotic that is unbound in liver	The fraction of a xenobiotic that is unbound in liver			0000-0001-8345-1349	0000-0002-9795-5967		Class	Unbound fraction				
pkpbo:PKPBO_00140	fukidney	Kidney fraction unbound   	Fraction Unbound 	fukidney	The fraction of a xenobiotic that is unbound in kidney	The fraction of a xenobiotic that is unbound in kidney			0000-0001-8345-1349	0000-0002-9795-5967		Class	Unbound fraction				
pkpbo:PKPBO_00141	fumuscle	Muscle fraction unbound   	Fraction Unbound 	fumuscle	The fraction of a xenobiotic that is unbound in muscle	The fraction of a xenobiotic that is unbound in muscle			0000-0001-8345-1349	0000-0002-9795-5967		Class	Unbound fraction				
pkpbo:PKPBO_00142	fuheart	Cardiac fraction unbound   	Fraction Unbound 	fuheart	The fraction of a xenobiotic that is unbound in heart	The fraction of a xenobiotic that is unbound in heart			0000-0001-8345-1349	0000-0002-9795-5967		Class	Unbound fraction				
pkpbo:PKPBO_00143	fufat	Fat fraction unbound   	Fraction Unbound 	fufat	The fraction of a xenobiotic that is unbound in fat	The fraction of a xenobiotic that is unbound in fat			0000-0001-8345-1349	0000-0002-9795-5967		Class	Unbound fraction				
pkpbo:PKPBO_00144	fugonads	Gonads fraction unbound   	Fraction Unbound 	fugonads	The fraction of a xenobiotic that is unbound in gonads	The fraction of a xenobiotic that is unbound in gonads			0000-0001-8345-1349	0000-0002-9795-5967		Class	Unbound fraction				
pkpbo:PKPBO_00145	fuskin	Skin fraction unbound	Fraction Unbound 	fuskin	The fraction of a xenobiotic that is unbound in skin	The fraction of a xenobiotic that is unbound in skin			0000-0001-8345-1349	0000-0002-9795-5967		Class	Unbound fraction				
pkpbo:PKPBO_00146	fubone	Bone fraction unbound	Fraction Unbound 	fubone	The fraction of a xenobiotic that is unbound in bone	The fraction of a xenobiotic that is unbound in bone			0000-0001-8345-1349	0000-0002-9795-5967		Class	Unbound fraction				
pkpbo:PKPBO_00147	fuspleen	Spleen fraction unbound	Fraction Unbound 	fuspleen	The fraction of a xenobiotic that is unbound in spleen	The fraction of a xenobiotic that is unbound in spleen			0000-0001-8345-1349	0000-0002-9795-5967		Class	Unbound fraction				
pkpbo:PKPBO_00148	fulung	Lung fraction unbound	Fraction Unbound 	fulung	The fraction of a xenobiotic that is unbound in lung	The fraction of a xenobiotic that is unbound in lung			0000-0001-8345-1349	0000-0002-9795-5967		Class	Unbound fraction				
pkpbo:PKPBO_00149	fuenterocytes	RBC fraction unbound	Fraction Unbound	fuenterocytes	The fraction of a xenobiotic that is unbound in enterocyte	The fraction of a xenobiotic that is unbound in enterocyte			0000-0001-8345-1349	0000-0002-9795-5967		Class	Unbound fraction				
pkpbo:PKPBO_00150	Partition coefficient		Partition coefficient	Kp	The ratio of the concentration of a drug/chemical in a particular tissue to its concentration in plasma at equilibrium. It is also known as tissue-to-plasma partition coefficient	The ratio of the concentration of a drug/chemical in a particular tissue to its concentration in plasma at equilibrium. It is also known as tissue-to-plasma partition coefficient	10.1124/dmd.120.090498		0000-0001-8345-1349	0000-0002-9795-5967		Class	Distribution				
pkpbo:PKPBO_00151	gut:plasma	k_gut_plasma	Partition coefficient	k_gut_plasma	Partition coefficient of gut to plasma	Partition coefficient of gut to plasma	https://doi.org/10.1016/j.toxlet.2023.06.006		0000-0001-8345-1349	0000-0002-9795-5967		Class	Partition coefficient				
pkpbo:PKPBO_00152	Stomach:Plasma	k_Stomach_plasma	Partition coefficient	k_Stomach_plasma	Partition coefficient of stomach to plasma	Partition coefficient of stomach to plasma			0000-0001-8345-1349	0000-0002-9795-5967		Class	Partition coefficient				
pkpbo:PKPBO_00153	Intestine:Plasma	k_Intestine_plasma	Partition coefficient	k_Intestine_plasma	Partition coefficient of intestine to plasma	Partition coefficient of intestine to plasma			0000-0001-8345-1349	0000-0002-9795-5967		Class	Partition coefficient				
pkpbo:PKPBO_00154	Pancreas:Plasma	k_Pancreas_plasma	Partition coefficient	k_Pancreas_plasma	Partition coefficient of pancreas to plasma	Partition coefficient of pancreas to plasma			0000-0001-8345-1349	0000-0002-9795-5967		Class	Partition coefficient				
pkpbo:PKPBO_00155	Liver:Plasma	k_Liver_plasma	Partition coefficient	k_Liver_plasma	Partition coefficient of liver to plasma	Partition coefficient of liver to plasma			0000-0001-8345-1349	0000-0002-9795-5967		Class	Partition coefficient				
pkpbo:PKPBO_00156	Kidney: Plasma	k_Kidney_plasma	Partition coefficient	k_Kidney_plasma	Partition coefficient of kidney to plasma	Partition coefficient of kidney to plasma			0000-0001-8345-1349	0000-0002-9795-5967		Class	Partition coefficient				
pkpbo:PKPBO_00157	Muscle:Plasma	k_Muscle_plasma	Partition coefficient	k_Muscle_plasma	Partition coefficient of muscle to plasma	Partition coefficient of muscle to plasma			0000-0001-8345-1349	0000-0002-9795-5967		Class	Partition coefficient				
pkpbo:PKPBO_00158	Heart:Plasma	k_Heart_plasma	Partition coefficient	k_Heart_plasma	Partition coefficient of heart to plasma	Partition coefficient of heart to plasma			0000-0001-8345-1349	0000-0002-9795-5967		Class	Partition coefficient				
pkpbo:PKPBO_00159	Fat:Plasma	k_fat_plasma	Partition coefficient	k_fat_plasma	Partition coefficient of fat to plasma	Partition coefficient of fat to plasma			0000-0001-8345-1349	0000-0002-9795-5967		Class	Partition coefficient				
pkpbo:PKPBO_00160	Gonads:Plasma	k_gonads_plasma	Partition coefficient	k_gonads_plasma	Partition coefficient of gonads to plasma	Partition coefficient of gonads to plasma			0000-0001-8345-1349	0000-0002-9795-5967		Class	Partition coefficient				
pkpbo:PKPBO_00161	Skin:Plasma	k_skin_plasma	Partition coefficient	k_skin_plasma	Partition coefficient of skin to plasma	Partition coefficient of skin to plasma			0000-0001-8345-1349	0000-0002-9795-5967		Class	Partition coefficient				
pkpbo:PKPBO_00162	Bone:Plasma	k_bone_plasma	Partition coefficient	k_bone_plasma	Partition coefficient of bone to plasma	Partition coefficient of bone to plasma			0000-0001-8345-1349	0000-0002-9795-5967		Class	Partition coefficient				
pkpbo:PKPBO_00163	Spleen:Plasma	k_spleen_plasma	Partition coefficient	k_spleen_plasma	Partition coefficient of spleen to plasma	Partition coefficient of spleen to plasma			0000-0001-8345-1349	0000-0002-9795-5967		Class	Partition coefficient				
pkpbo:PKPBO_00164	Lung:plasma	k_lung_plasma	Partition coefficient	k_lung_plasma	Partition coefficient of lung to plasma	Partition coefficient of lung to plasma			0000-0001-8345-1349	0000-0002-9795-5967		Class	Partition coefficient				
pkpbo:PKPBO_00165	Human serum albumin	Serum albumin		HSA	"Human serum albumin (HSA) is a protein made by the liver and is the most abundant protein in human blood plasma, representing about half of the total protein content"	"Human serum albumin (HSA) is a protein made by the liver and is the most abundant protein in human blood plasma, representing about half of the total protein content"	Human serum albumin - Wikipedia		0000-0001-8345-1349	0000-0002-9795-5967		Class	Distribution				
pkpbo:PKPBO_00166	alpha acid glycoprotein	orosomucoid		AAG	"Alpha-1-acid glycoprotein (AAG), also known as orosomucoid, is a globulin with a molecular weight of about 44,000 Da."	"Orosomucoid, ,i.s  globulin with a molecular weight of 44,000 Da."	"Shargel, Leon, et al. Applied Biopharmaceutics & Pharmacokinetics. 7th ed., McGraw-Hill Education, 2015.Chapter-11, page number-275"		0000-0001-8345-1349	0000-0002-9795-5967		Class	Distribution				
pkpbo:PKPBO_00167	Blood:Plasma ratio	Blood to plasma ratio	ratio endpoint	CB/CP	The ratio of the concentration of molecule in whole blood (i.e. contains both red blood cells and plasma) to the concentration of molecule in plasma	Ratio of concentration of molecule in whole blood (contains both red blood cells and plasma) to concentration of molecule in plasma	http://www.bioassayontology.org/bao#BAO_0080043		0000-0001-8345-1349	0000-0002-9795-5967		Class	Distribution				
pkpbo:PKPBO_00168	Metabolism	Bio transformation	PK	M	"The process of drug or chemical transformation within the body, typically involving enzymatic reactions leading to formation of active metabolite, inactivation of parent compound or formation of toxic by-products"	"The process of drug or chemical transformation within the body, typically involving enzymatic reactions leading to formation of active metabolite, inactivation of parent compound or formation of toxic by-products"	10.3390/ijerph20043473		0000-0001-8345-1349	0000-0002-9795-5967		Class	Biochemical Parameters				
pkpbo:PKPBO_00169	catalytic rate constant	"kcat
turnover number"	Xenoboitic metabolism	kcat	Numerical parameter that quantifies the velocity of an enzymatic reaction	"Numerical parameter that quantifies  an enzymatic reaction velocity.or
Maximum number of substrate molecules converted to products per active site per unit time."	"http://purl.obolibrary.org/obo/SBO_0000025
http://www.bioassayontology.org/bao#BAO_0000481"		0000-0001-8345-1349	0000-0002-9795-5967		Class	Metabolism				
pkpbo:PKPBO_00170	Ontogeny				The incorporation of age-related changes in physiology and anatomy into the modeling of drug pharmacokinetics	The incorporation of age-related changes in physiology and anatomy into the modeling of drug pharmacokinetics	10.1002/jcph.1489		0000-0001-8345-1349	0000-0002-9795-5967		Class	Metabolism				
